Country,date,total_cases_per_million,new_cases_smoothed_per_million,population_density,median_age,gdp_per_capita,hospital_beds_per_thousand
Afghanistan,12/31/2019,,,54.422,18.6,1803.987,0.5
Afghanistan,1/1/2020,,,54.422,18.6,1803.987,0.5
Afghanistan,1/2/2020,,,54.422,18.6,1803.987,0.5
Afghanistan,1/3/2020,,,54.422,18.6,1803.987,0.5
Afghanistan,1/4/2020,,,54.422,18.6,1803.987,0.5
Afghanistan,1/5/2020,,,54.422,18.6,1803.987,0.5
Afghanistan,1/6/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,1/7/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,1/8/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,1/9/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,1/10/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,1/11/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,1/12/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,1/13/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,1/14/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,1/15/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,1/16/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,1/17/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,1/18/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,1/19/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,1/20/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,1/21/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,1/22/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,1/23/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,1/24/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,1/25/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,1/26/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,1/27/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,1/28/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,1/29/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,1/30/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,1/31/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,2/1/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,2/2/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,2/3/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,2/4/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,2/5/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,2/6/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,2/7/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,2/8/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,2/9/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,2/10/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,2/11/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,2/12/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,2/13/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,2/14/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,2/15/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,2/16/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,2/17/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,2/18/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,2/19/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,2/20/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,2/21/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,2/22/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,2/23/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,2/24/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,2/25/2020,0.026,0.004,54.422,18.6,1803.987,0.5
Afghanistan,2/26/2020,0.026,0.004,54.422,18.6,1803.987,0.5
Afghanistan,2/27/2020,0.026,0.004,54.422,18.6,1803.987,0.5
Afghanistan,2/28/2020,0.026,0.004,54.422,18.6,1803.987,0.5
Afghanistan,2/29/2020,0.026,0.004,54.422,18.6,1803.987,0.5
Afghanistan,3/1/2020,0.026,0.004,54.422,18.6,1803.987,0.5
Afghanistan,3/2/2020,0.026,0.004,54.422,18.6,1803.987,0.5
Afghanistan,3/3/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,3/4/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,3/5/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,3/6/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,3/7/2020,,0,54.422,18.6,1803.987,0.5
Afghanistan,3/8/2020,0.103,0.011,54.422,18.6,1803.987,0.5
Afghanistan,3/9/2020,,0.011,54.422,18.6,1803.987,0.5
Afghanistan,3/10/2020,,0.011,54.422,18.6,1803.987,0.5
Afghanistan,3/11/2020,0.18,0.022,54.422,18.6,1803.987,0.5
Afghanistan,3/12/2020,,0.022,54.422,18.6,1803.987,0.5
Afghanistan,3/13/2020,,0.022,54.422,18.6,1803.987,0.5
Afghanistan,3/14/2020,,0.022,54.422,18.6,1803.987,0.5
Afghanistan,3/15/2020,0.257,0.022,54.422,18.6,1803.987,0.5
Afghanistan,3/16/2020,0.411,0.044,54.422,18.6,1803.987,0.5
Afghanistan,3/17/2020,0.539,0.062,54.422,18.6,1803.987,0.5
Afghanistan,3/18/2020,0.565,0.055,54.422,18.6,1803.987,0.5
Afghanistan,3/19/2020,0.565,0.055,54.422,18.6,1803.987,0.5
Afghanistan,3/20/2020,0.565,0.055,54.422,18.6,1803.987,0.5
Afghanistan,3/21/2020,0.617,0.062,54.422,18.6,1803.987,0.5
Afghanistan,3/22/2020,0.617,0.051,54.422,18.6,1803.987,0.5
Afghanistan,3/23/2020,0.873,0.066,54.422,18.6,1803.987,0.5
Afghanistan,3/24/2020,1.028,0.07,54.422,18.6,1803.987,0.5
Afghanistan,3/25/2020,1.079,0.073,54.422,18.6,1803.987,0.5
Afghanistan,3/26/2020,1.927,0.194,54.422,18.6,1803.987,0.5
Afghanistan,3/27/2020,1.927,0.194,54.422,18.6,1803.987,0.5
Afghanistan,3/28/2020,2.338,0.246,54.422,18.6,1803.987,0.5
Afghanistan,3/29/2020,2.723,0.301,54.422,18.6,1803.987,0.5
Afghanistan,3/30/2020,2.928,0.294,54.422,18.6,1803.987,0.5
Afghanistan,3/31/2020,3.622,0.371,54.422,18.6,1803.987,0.5
Afghanistan,4/1/2020,4.264,0.455,54.422,18.6,1803.987,0.5
Afghanistan,4/2/2020,4.932,0.429,54.422,18.6,1803.987,0.5
Afghanistan,4/3/2020,6.037,0.587,54.422,18.6,1803.987,0.5
Afghanistan,4/4/2020,6.037,0.528,54.422,18.6,1803.987,0.5
Afghanistan,4/5/2020,6.936,0.602,54.422,18.6,1803.987,0.5
Afghanistan,4/6/2020,7.681,0.679,54.422,18.6,1803.987,0.5
Afghanistan,4/7/2020,8.657,0.719,54.422,18.6,1803.987,0.5
Afghanistan,4/8/2020,9.428,0.738,54.422,18.6,1803.987,0.5
Afghanistan,4/9/2020,10.866,0.848,54.422,18.6,1803.987,0.5
Afghanistan,4/10/2020,12.433,0.914,54.422,18.6,1803.987,0.5
Afghanistan,4/11/2020,13.384,1.05,54.422,18.6,1803.987,0.5
Afghanistan,4/12/2020,14.257,1.046,54.422,18.6,1803.987,0.5
Afghanistan,4/13/2020,15.593,1.13,54.422,18.6,1803.987,0.5
Afghanistan,4/14/2020,17.083,1.204,54.422,18.6,1803.987,0.5
Afghanistan,4/15/2020,18.341,1.273,54.422,18.6,1803.987,0.5
Afghanistan,4/16/2020,20.14,1.325,54.422,18.6,1803.987,0.5
Afghanistan,4/17/2020,20.396,1.138,54.422,18.6,1803.987,0.5
Afghanistan,4/18/2020,21.707,1.189,54.422,18.6,1803.987,0.5
Afghanistan,4/19/2020,23.325,1.295,54.422,18.6,1803.987,0.5
Afghanistan,4/20/2020,25.585,1.428,54.422,18.6,1803.987,0.5
Afghanistan,4/21/2020,26.485,1.343,54.422,18.6,1803.987,0.5
Afghanistan,4/22/2020,28.052,1.387,54.422,18.6,1803.987,0.5
Afghanistan,4/23/2020,30.209,1.439,54.422,18.6,1803.987,0.5
Afghanistan,4/24/2020,32.907,1.787,54.422,18.6,1803.987,0.5
Afghanistan,4/25/2020,34.705,1.857,54.422,18.6,1803.987,0.5
Afghanistan,4/26/2020,37.582,2.037,54.422,18.6,1803.987,0.5
Afghanistan,4/27/2020,39.329,1.963,54.422,18.6,1803.987,0.5
Afghanistan,4/28/2020,43.747,2.466,54.422,18.6,1803.987,0.5
Afghanistan,4/29/2020,46.932,2.697,54.422,18.6,1803.987,0.5
Afghanistan,4/30/2020,50.066,2.837,54.422,18.6,1803.987,0.5
Afghanistan,5/1/2020,55.769,3.266,54.422,18.6,1803.987,0.5
Afghanistan,5/2/2020,59.982,3.611,54.422,18.6,1803.987,0.5
Afghanistan,5/3/2020,63.424,3.692,54.422,18.6,1803.987,0.5
Afghanistan,5/4/2020,69.461,4.305,54.422,18.6,1803.987,0.5
Afghanistan,5/5/2020,74.342,4.371,54.422,18.6,1803.987,0.5
Afghanistan,5/6/2020,82.819,5.127,54.422,18.6,1803.987,0.5
Afghanistan,5/7/2020,87.134,5.295,54.422,18.6,1803.987,0.5
Afghanistan,5/8/2020,91.527,5.108,54.422,18.6,1803.987,0.5
Afghanistan,5/9/2020,97.05,5.295,54.422,18.6,1803.987,0.5
Afghanistan,5/10/2020,103.601,5.739,54.422,18.6,1803.987,0.5
Afghanistan,5/11/2020,113.08,6.231,54.422,18.6,1803.987,0.5
Afghanistan,5/12/2020,120.401,6.58,54.422,18.6,1803.987,0.5
Afghanistan,5/13/2020,127.593,6.396,54.422,18.6,1803.987,0.5
Afghanistan,5/14/2020,134.247,6.73,54.422,18.6,1803.987,0.5
Afghanistan,5/15/2020,137.149,6.517,54.422,18.6,1803.987,0.5
Afghanistan,5/16/2020,164.456,9.629,54.422,18.6,1803.987,0.5
Afghanistan,5/17/2020,164.456,8.694,54.422,18.6,1803.987,0.5
Afghanistan,5/18/2020,171.186,8.301,54.422,18.6,1803.987,0.5
Afghanistan,5/19/2020,181.667,8.752,54.422,18.6,1803.987,0.5
Afghanistan,5/20/2020,196.592,9.857,54.422,18.6,1803.987,0.5
Afghanistan,5/21/2020,209.231,10.712,54.422,18.6,1803.987,0.5
Afghanistan,5/22/2020,222.871,12.246,54.422,18.6,1803.987,0.5
Afghanistan,5/23/2020,236.743,10.327,54.422,18.6,1803.987,0.5
Afghanistan,5/24/2020,256.831,13.196,54.422,18.6,1803.987,0.5
Afghanistan,5/25/2020,271.833,14.378,54.422,18.6,1803.987,0.5
Afghanistan,5/26/2020,287.015,15.05,54.422,18.6,1803.987,0.5
Afghanistan,5/27/2020,303.917,15.332,54.422,18.6,1803.987,0.5
Afghanistan,5/28/2020,319.973,15.82,54.422,18.6,1803.987,0.5
Afghanistan,5/29/2020,334.872,16,54.422,18.6,1803.987,0.5
Afghanistan,5/30/2020,350.875,16.305,54.422,18.6,1803.987,0.5
Afghanistan,5/31/2020,373.121,16.613,54.422,18.6,1803.987,0.5
Afghanistan,6/1/2020,390.589,16.965,54.422,18.6,1803.987,0.5
Afghanistan,6/2/2020,404.59,16.796,54.422,18.6,1803.987,0.5
Afghanistan,6/3/2020,424.087,17.167,54.422,18.6,1803.987,0.5
Afghanistan,6/4/2020,443.559,17.655,54.422,18.6,1803.987,0.5
Afghanistan,6/5/2020,463.775,18.415,54.422,18.6,1803.987,0.5
Afghanistan,6/6/2020,487.28,19.486,54.422,18.6,1803.987,0.5
Afghanistan,6/7/2020,502.23,18.444,54.422,18.6,1803.987,0.5
Afghanistan,6/8/2020,522.55,18.851,54.422,18.6,1803.987,0.5
Afghanistan,6/9/2020,537.321,18.962,54.422,18.6,1803.987,0.5
Afghanistan,6/10/2020,551.244,18.165,54.422,18.6,1803.987,0.5
Afghanistan,6/11/2020,568.814,17.894,54.422,18.6,1803.987,0.5
Afghanistan,6/12/2020,588.003,17.747,54.422,18.6,1803.987,0.5
Afghanistan,6/13/2020,604.855,16.796,54.422,18.6,1803.987,0.5
Afghanistan,6/14/2020,619.138,16.701,54.422,18.6,1803.987,0.5
Afghanistan,6/15/2020,636.195,16.235,54.422,18.6,1803.987,0.5
Afghanistan,6/16/2020,655.743,16.918,54.422,18.6,1803.987,0.5
Afghanistan,6/17/2020,675.857,17.802,54.422,18.6,1803.987,0.5
Afghanistan,6/18/2020,690.345,17.362,54.422,18.6,1803.987,0.5
Afghanistan,6/19/2020,707.248,17.035,54.422,18.6,1803.987,0.5
Afghanistan,6/20/2020,716.136,15.897,54.422,18.6,1803.987,0.5
Afghanistan,6/21/2020,730.162,15.861,54.422,18.6,1803.987,0.5
Afghanistan,6/22/2020,740.669,14.925,54.422,18.6,1803.987,0.5
Afghanistan,6/23/2020,748.632,13.27,54.422,18.6,1803.987,0.5
Afghanistan,6/24/2020,757.315,11.637,54.422,18.6,1803.987,0.5
Afghanistan,6/25/2020,763.326,10.426,54.422,18.6,1803.987,0.5
Afghanistan,6/26/2020,775.142,9.699,54.422,18.6,1803.987,0.5
Afghanistan,6/27/2020,782.232,9.442,54.422,18.6,1803.987,0.5
Afghanistan,6/28/2020,786.471,8.044,54.422,18.6,1803.987,0.5
Afghanistan,6/29/2020,795.487,7.831,54.422,18.6,1803.987,0.5
Afghanistan,6/30/2020,802.449,7.688,54.422,18.6,1803.987,0.5
Afghanistan,7/1/2020,809.616,7.472,54.422,18.6,1803.987,0.5
Afghanistan,7/2/2020,817.81,7.784,54.422,18.6,1803.987,0.5
Afghanistan,7/3/2020,822.588,6.778,54.422,18.6,1803.987,0.5
Afghanistan,7/4/2020,830.346,6.873,54.422,18.6,1803.987,0.5
Afghanistan,7/5/2020,839.286,7.545,54.422,18.6,1803.987,0.5
Afghanistan,7/6/2020,846.453,7.281,54.422,18.6,1803.987,0.5
Afghanistan,7/7/2020,857.576,7.875,54.422,18.6,1803.987,0.5
Afghanistan,7/8/2020,862.97,7.622,54.422,18.6,1803.987,0.5
Afghanistan,7/9/2020,864.486,6.668,54.422,18.6,1803.987,0.5
Afghanistan,7/10/2020,871.036,6.921,54.422,18.6,1803.987,0.5
Afghanistan,7/11/2020,882.802,7.494,54.422,18.6,1803.987,0.5
Afghanistan,7/12/2020,884.985,6.528,54.422,18.6,1803.987,0.5
Afghanistan,7/13/2020,884.985,5.505,54.422,18.6,1803.987,0.5
Afghanistan,7/14/2020,885.088,3.93,54.422,18.6,1803.987,0.5
Afghanistan,7/15/2020,892.409,4.206,54.422,18.6,1803.987,0.5
Afghanistan,7/16/2020,898.934,4.921,54.422,18.6,1803.987,0.5
Afghanistan,7/17/2020,900.886,4.264,54.422,18.6,1803.987,0.5
Afghanistan,7/18/2020,906.512,3.387,54.422,18.6,1803.987,0.5
Afghanistan,7/19/2020,906.82,3.119,54.422,18.6,1803.987,0.5
Afghanistan,7/20/2020,911.29,3.758,54.422,18.6,1803.987,0.5
Afghanistan,7/21/2020,914.886,4.257,54.422,18.6,1803.987,0.5
Afghanistan,7/22/2020,917.763,3.622,54.422,18.6,1803.987,0.5
Afghanistan,7/23/2020,922.593,3.38,54.422,18.6,1803.987,0.5
Afghanistan,7/24/2020,922.927,3.149,54.422,18.6,1803.987,0.5
Afghanistan,7/25/2020,925.701,2.741,54.422,18.6,1803.987,0.5
Afghanistan,7/26/2020,928.809,3.141,54.422,18.6,1803.987,0.5
Afghanistan,7/27/2020,931.532,2.892,54.422,18.6,1803.987,0.5
Afghanistan,7/28/2020,934.229,2.763,54.422,18.6,1803.987,0.5
Afghanistan,7/29/2020,936.875,2.73,54.422,18.6,1803.987,0.5
Afghanistan,7/30/2020,936.875,2.04,54.422,18.6,1803.987,0.5
Afghanistan,7/31/2020,938.699,2.253,54.422,18.6,1803.987,0.5
Afghanistan,8/1/2020,943.015,2.473,54.422,18.6,1803.987,0.5
Afghanistan,8/2/2020,943.015,2.029,54.422,18.6,1803.987,0.5
Afghanistan,8/3/2020,943.015,1.64,54.422,18.6,1803.987,0.5
Afghanistan,8/4/2020,943.965,1.391,54.422,18.6,1803.987,0.5
Afghanistan,8/5/2020,946.072,1.314,54.422,18.6,1803.987,0.5
Afghanistan,8/6/2020,947.793,1.56,54.422,18.6,1803.987,0.5
Afghanistan,8/7/2020,948.846,1.45,54.422,18.6,1803.987,0.5
Afghanistan,8/8/2020,950.85,1.119,54.422,18.6,1803.987,0.5
Afghanistan,8/9/2020,951.852,1.262,54.422,18.6,1803.987,0.5
Afghanistan,8/10/2020,951.852,1.262,54.422,18.6,1803.987,0.5
Afghanistan,8/11/2020,951.852,1.127,54.422,18.6,1803.987,0.5
Afghanistan,8/12/2020,957.374,1.615,54.422,18.6,1803.987,0.5
Afghanistan,8/13/2020,959.327,1.648,54.422,18.6,1803.987,0.5
Afghanistan,8/14/2020,961.356,1.787,54.422,18.6,1803.987,0.5
Afghanistan,8/15/2020,961.536,1.527,54.422,18.6,1803.987,0.5
Afghanistan,8/16/2020,964.619,1.824,54.422,18.6,1803.987,0.5
Afghanistan,8/17/2020,965.775,1.989,54.422,18.6,1803.987,0.5
Afghanistan,8/18/2020,965.852,2,54.422,18.6,1803.987,0.5
Afghanistan,8/19/2020,965.852,1.211,54.422,18.6,1803.987,0.5
Afghanistan,8/20/2020,969.962,1.519,54.422,18.6,1803.987,0.5
Afghanistan,8/21/2020,972.453,1.585,54.422,18.6,1803.987,0.5
Afghanistan,8/22/2020,973.43,1.699,54.422,18.6,1803.987,0.5
Afghanistan,8/23/2020,976.127,1.644,54.422,18.6,1803.987,0.5
Afghanistan,8/24/2020,976.127,1.479,54.422,18.6,1803.987,0.5
Afghanistan,8/25/2020,977.951,1.728,54.422,18.6,1803.987,0.5
Afghanistan,8/26/2020,977.976,1.732,54.422,18.6,1803.987,0.5
Afghanistan,8/27/2020,979.389,1.347,54.422,18.6,1803.987,0.5
Afghanistan,8/28/2020,979.466,1.002,54.422,18.6,1803.987,0.5
Afghanistan,8/29/2020,979.749,0.903,54.422,18.6,1803.987,0.5
Afghanistan,8/30/2020,979.826,0.528,54.422,18.6,1803.987,0.5
Afghanistan,8/31/2020,980.314,0.598,54.422,18.6,1803.987,0.5
Afghanistan,9/1/2020,981.187,0.462,54.422,18.6,1803.987,0.5
Afghanistan,9/2/2020,981.419,0.492,54.422,18.6,1803.987,0.5
Afghanistan,9/3/2020,982.395,0.429,54.422,18.6,1803.987,0.5
Afghanistan,9/4/2020,983.551,0.583,54.422,18.6,1803.987,0.5
Afghanistan,9/5/2020,983.962,0.602,54.422,18.6,1803.987,0.5
Afghanistan,9/6/2020,984.476,0.664,54.422,18.6,1803.987,0.5
Afghanistan,9/7/2020,986.376,0.866,54.422,18.6,1803.987,0.5
Afghanistan,9/8/2020,988.843,1.094,54.422,18.6,1803.987,0.5
Afghanistan,9/9/2020,989.51,1.156,54.422,18.6,1803.987,0.5
Afghanistan,9/10/2020,990.127,1.105,54.422,18.6,1803.987,0.5
Afghanistan,9/11/2020,990.846,1.042,54.422,18.6,1803.987,0.5
Afghanistan,9/12/2020,991.72,1.108,54.422,18.6,1803.987,0.5
Afghanistan,9/13/2020,992.619,1.163,54.422,18.6,1803.987,0.5
Afghanistan,9/14/2020,994.545,1.167,54.422,18.6,1803.987,0.5
Afghanistan,9/15/2020,997.088,1.178,54.422,18.6,1803.987,0.5
Afghanistan,9/16/2020,998.116,1.229,54.422,18.6,1803.987,0.5
Afghanistan,9/17/2020,998.553,1.204,54.422,18.6,1803.987,0.5
Afghanistan,9/18/2020,998.553,1.101,54.422,18.6,1803.987,0.5
Afghanistan,9/19/2020,999.76,1.149,54.422,18.6,1803.987,0.5
Afghanistan,9/20/2020,1002.971,1.479,54.422,18.6,1803.987,0.5
Afghanistan,9/21/2020,1002.971,1.204,54.422,18.6,1803.987,0.5
Afghanistan,9/22/2020,1003.742,0.95,54.422,18.6,1803.987,0.5
Afghanistan,9/23/2020,1005.566,1.064,54.422,18.6,1803.987,0.5
Afghanistan,9/24/2020,1006.208,1.094,54.422,18.6,1803.987,0.5
Afghanistan,9/25/2020,1006.619,1.152,54.422,18.6,1803.987,0.5
Afghanistan,9/26/2020,1006.773,1.002,54.422,18.6,1803.987,0.5
Afghanistan,9/27/2020,1007.672,0.672,54.422,18.6,1803.987,0.5
Afghanistan,9/28/2020,1007.672,0.672,54.422,18.6,1803.987,0.5
Afghanistan,9/29/2020,1007.98,0.606,54.422,18.6,1803.987,0.5
Afghanistan,9/30/2020,1008.366,0.4,54.422,18.6,1803.987,0.5
Afghanistan,10/1/2020,1008.725,0.36,54.422,18.6,1803.987,0.5
Afghanistan,10/2/2020,1009.162,0.363,54.422,18.6,1803.987,0.5
Afghanistan,10/3/2020,1009.29,0.36,54.422,18.6,1803.987,0.5
Afghanistan,10/4/2020,1009.47,0.257,54.422,18.6,1803.987,0.5
Afghanistan,10/5/2020,1010.6,0.418,54.422,18.6,1803.987,0.5
Afghanistan,10/6/2020,1014.325,0.906,54.422,18.6,1803.987,0.5
Afghanistan,10/7/2020,1015.918,1.079,54.422,18.6,1803.987,0.5
Afghanistan,10/8/2020,1017.665,1.277,54.422,18.6,1803.987,0.5
Afghanistan,10/9/2020,1019.643,1.497,54.422,18.6,1803.987,0.5
Afghanistan,10/10/2020,1019.9,1.516,54.422,18.6,1803.987,0.5
Afghanistan,10/11/2020,1019.9,1.49,54.422,18.6,1803.987,0.5
Afghanistan,10/12/2020,1022.366,1.681,54.422,18.6,1803.987,0.5
Afghanistan,10/13/2020,1025.679,1.622,54.422,18.6,1803.987,0.5
Afghanistan,10/14/2020,1027.375,1.637,54.422,18.6,1803.987,0.5
Afghanistan,10/15/2020,1028.197,1.505,54.422,18.6,1803.987,0.5
Afghanistan,10/16/2020,1028.197,1.222,54.422,18.6,1803.987,0.5
Afghanistan,10/17/2020,1029.404,1.358,54.422,18.6,1803.987,0.5
Afghanistan,10/18/2020,1031.151,1.607,54.422,18.6,1803.987,0.5
Afghanistan,10/19/2020,1032.667,1.472,54.422,18.6,1803.987,0.5
Afghanistan,10/20/2020,1034.902,1.317,54.422,18.6,1803.987,0.5
Afghanistan,10/21/2020,1037.162,1.398,54.422,18.6,1803.987,0.5
Afghanistan,10/22/2020,1040.63,1.776,54.422,18.6,1803.987,0.5
Afghanistan,10/23/2020,1043.61,2.202,54.422,18.6,1803.987,0.5
Afghanistan,10/24/2020,1045.177,2.253,54.422,18.6,1803.987,0.5
Afghanistan,10/25/2020,1047.258,2.301,54.422,18.6,1803.987,0.5
Afghanistan,10/26/2020,1048.927,2.323,54.422,18.6,1803.987,0.5
Afghanistan,10/27/2020,1054.039,2.734,54.422,18.6,1803.987,0.5
Afghanistan,10/28/2020,1056.942,2.826,54.422,18.6,1803.987,0.5
Afghanistan,10/29/2020,1056.942,2.33,54.422,18.6,1803.987,0.5
Afghanistan,10/30/2020,1060.102,2.356,54.422,18.6,1803.987,0.5
Afghanistan,10/31/2020,1064.135,2.708,54.422,18.6,1803.987,0.5
Afghanistan,11/1/2020,1066.087,2.69,54.422,18.6,1803.987,0.5
Afghanistan,11/2/2020,1069.478,2.936,54.422,18.6,1803.987,0.5
Afghanistan,11/3/2020,1071.918,2.554,54.422,18.6,1803.987,0.5
Afghanistan,11/4/2020,1074.127,2.455,54.422,18.6,1803.987,0.5
Afghanistan,11/5/2020,1077.236,2.899,54.422,18.6,1803.987,0.5
Afghanistan,11/6/2020,1078.263,2.595,54.422,18.6,1803.987,0.5
Afghanistan,11/7/2020,1079.753,2.231,54.422,18.6,1803.987,0.5
Afghanistan,11/8/2020,1082.99,2.415,54.422,18.6,1803.987,0.5
Afghanistan,11/9/2020,1085.045,2.224,54.422,18.6,1803.987,0.5
Afghanistan,11/10/2020,1090.799,2.697,54.422,18.6,1803.987,0.5
Afghanistan,11/11/2020,1090.799,2.382,54.422,18.6,1803.987,0.5
Afghanistan,11/12/2020,1094.55,2.473,54.422,18.6,1803.987,0.5
Afghanistan,11/13/2020,1103.797,3.648,54.422,18.6,1803.987,0.5
Afghanistan,11/14/2020,1105.493,3.677,54.422,18.6,1803.987,0.5
Afghanistan,11/15/2020,1110.759,3.967,54.422,18.6,1803.987,0.5
Afghanistan,11/16/2020,1114.946,4.272,54.422,18.6,1803.987,0.5
Afghanistan,11/17/2020,1116.616,3.688,54.422,18.6,1803.987,0.5
Afghanistan,11/18/2020,1126.454,5.094,54.422,18.6,1803.987,0.5
Afghanistan,11/19/2020,1126.454,4.558,54.422,18.6,1803.987,0.5
Afghanistan,11/20/2020,1133.698,4.272,54.422,18.6,1803.987,0.5
Afghanistan,11/21/2020,1139.658,4.881,54.422,18.6,1803.987,0.5
Afghanistan,11/22/2020,1143.614,4.694,54.422,18.6,1803.987,0.5
Afghanistan,11/23/2020,1150.088,5.02,54.422,18.6,1803.987,0.5
Angola,3/22/2020,0.061,,23.89,16.8,5819.495,
Angola,3/23/2020,0.061,,23.89,16.8,5819.495,
Angola,3/24/2020,0.061,,23.89,16.8,5819.495,
Angola,3/25/2020,0.061,,23.89,16.8,5819.495,
Angola,3/26/2020,0.061,,23.89,16.8,5819.495,
Angola,3/27/2020,0.091,,23.89,16.8,5819.495,
Angola,3/28/2020,0.122,0.017,23.89,16.8,5819.495,
Angola,3/29/2020,0.122,0.009,23.89,16.8,5819.495,
Angola,3/30/2020,0.213,0.022,23.89,16.8,5819.495,
Angola,3/31/2020,0.213,0.022,23.89,16.8,5819.495,
Angola,4/1/2020,0.213,0.022,23.89,16.8,5819.495,
Angola,4/2/2020,0.243,0.026,23.89,16.8,5819.495,
Angola,4/3/2020,0.243,0.022,23.89,16.8,5819.495,
Angola,4/4/2020,0.243,0.017,23.89,16.8,5819.495,
Angola,4/5/2020,0.304,0.026,23.89,16.8,5819.495,
Angola,4/6/2020,0.426,0.03,23.89,16.8,5819.495,
Angola,4/7/2020,0.487,0.039,23.89,16.8,5819.495,
Angola,4/8/2020,0.517,0.043,23.89,16.8,5819.495,
Angola,4/9/2020,0.578,0.048,23.89,16.8,5819.495,
Angola,4/10/2020,0.578,0.048,23.89,16.8,5819.495,
Angola,4/11/2020,0.578,0.048,23.89,16.8,5819.495,
Angola,4/12/2020,0.578,0.039,23.89,16.8,5819.495,
Angola,4/13/2020,0.578,0.022,23.89,16.8,5819.495,
Angola,4/14/2020,0.578,0.013,23.89,16.8,5819.495,
Angola,4/15/2020,0.578,0.009,23.89,16.8,5819.495,
Angola,4/16/2020,0.578,0,23.89,16.8,5819.495,
Angola,4/17/2020,0.578,0,23.89,16.8,5819.495,
Angola,4/18/2020,0.578,0,23.89,16.8,5819.495,
Angola,4/19/2020,0.73,0.022,23.89,16.8,5819.495,
Angola,4/20/2020,0.73,0.022,23.89,16.8,5819.495,
Angola,4/21/2020,0.73,0.022,23.89,16.8,5819.495,
Angola,4/22/2020,0.73,0.022,23.89,16.8,5819.495,
Angola,4/23/2020,0.73,0.022,23.89,16.8,5819.495,
Angola,4/24/2020,0.761,0.026,23.89,16.8,5819.495,
Angola,4/25/2020,0.761,0.026,23.89,16.8,5819.495,
Angola,4/26/2020,0.761,0.004,23.89,16.8,5819.495,
Angola,4/27/2020,0.791,0.009,23.89,16.8,5819.495,
Angola,4/28/2020,0.822,0.013,23.89,16.8,5819.495,
Angola,4/29/2020,0.822,0.013,23.89,16.8,5819.495,
Angola,4/30/2020,0.822,0.013,23.89,16.8,5819.495,
Angola,5/1/2020,0.822,0.009,23.89,16.8,5819.495,
Angola,5/2/2020,0.882,0.017,23.89,16.8,5819.495,
