Country,date,total_cases_per_million,new_cases_smoothed_per_million,population_density,median_age,gdp_per_capita,hospital_beds_per_thousand
Cayman Islands,8/30/2020,3119.294,0,256.496,,49903.029,
Cayman Islands,8/31/2020,3119.294,0,256.496,,49903.029,
Cayman Islands,9/1/2020,3119.294,0,256.496,,49903.029,
Cayman Islands,9/2/2020,3119.294,0,256.496,,49903.029,
Cayman Islands,9/3/2020,3119.294,0,256.496,,49903.029,
Cayman Islands,9/4/2020,3119.294,0,256.496,,49903.029,
Cayman Islands,9/5/2020,3119.294,0,256.496,,49903.029,
Cayman Islands,9/6/2020,3119.294,0,256.496,,49903.029,
Cayman Islands,9/7/2020,3119.294,0,256.496,,49903.029,
Cayman Islands,9/8/2020,3119.294,0,256.496,,49903.029,
Cayman Islands,9/9/2020,3119.294,0,256.496,,49903.029,
Cayman Islands,9/10/2020,3149.726,4.347,256.496,,49903.029,
Cayman Islands,9/11/2020,3164.942,6.521,256.496,,49903.029,
Cayman Islands,9/12/2020,3164.942,6.521,256.496,,49903.029,
Cayman Islands,9/13/2020,3164.942,6.521,256.496,,49903.029,
Cayman Islands,9/14/2020,3164.942,6.521,256.496,,49903.029,
Cayman Islands,9/15/2020,3164.942,6.521,256.496,,49903.029,
Cayman Islands,9/16/2020,3164.942,6.521,256.496,,49903.029,
Cayman Islands,9/17/2020,3164.942,2.174,256.496,,49903.029,
Cayman Islands,9/18/2020,3164.942,0,256.496,,49903.029,
Cayman Islands,9/19/2020,3180.158,2.174,256.496,,49903.029,
Cayman Islands,9/20/2020,3180.158,2.174,256.496,,49903.029,
Cayman Islands,9/21/2020,3180.158,2.174,256.496,,49903.029,
Cayman Islands,9/22/2020,3195.374,4.347,256.496,,49903.029,
Cayman Islands,9/23/2020,3195.374,4.347,256.496,,49903.029,
Cayman Islands,9/24/2020,3195.374,4.347,256.496,,49903.029,
Cayman Islands,9/25/2020,3195.374,4.347,256.496,,49903.029,
Cayman Islands,9/26/2020,3195.374,2.174,256.496,,49903.029,
Cayman Islands,9/27/2020,3195.374,2.174,256.496,,49903.029,
Cayman Islands,9/28/2020,3195.374,2.174,256.496,,49903.029,
Cayman Islands,9/29/2020,3210.59,2.174,256.496,,49903.029,
Cayman Islands,9/30/2020,3210.59,2.174,256.496,,49903.029,
Cayman Islands,10/1/2020,3210.59,2.174,256.496,,49903.029,
Cayman Islands,10/2/2020,3210.59,2.174,256.496,,49903.029,
Cayman Islands,10/3/2020,3241.023,6.521,256.496,,49903.029,
Cayman Islands,10/4/2020,3241.023,6.521,256.496,,49903.029,
Cayman Islands,10/5/2020,3241.023,6.521,256.496,,49903.029,
Cayman Islands,10/6/2020,3241.023,4.347,256.496,,49903.029,
Cayman Islands,10/7/2020,3241.023,4.347,256.496,,49903.029,
Cayman Islands,10/8/2020,3241.023,4.347,256.496,,49903.029,
Cayman Islands,10/9/2020,3256.239,6.521,256.496,,49903.029,
Cayman Islands,10/10/2020,3256.239,2.174,256.496,,49903.029,
Cayman Islands,10/11/2020,3362.751,17.39,256.496,,49903.029,
Cayman Islands,10/12/2020,3362.751,17.39,256.496,,49903.029,
Cayman Islands,10/13/2020,3362.751,17.39,256.496,,49903.029,
Cayman Islands,10/14/2020,3362.751,17.39,256.496,,49903.029,
Cayman Islands,10/15/2020,3423.615,26.085,256.496,,49903.029,
Cayman Islands,10/16/2020,3423.615,23.911,256.496,,49903.029,
Cayman Islands,10/17/2020,3545.344,41.301,256.496,,49903.029,
Cayman Islands,10/18/2020,3545.344,26.085,256.496,,49903.029,
Cayman Islands,10/19/2020,3545.344,26.085,256.496,,49903.029,
Cayman Islands,10/20/2020,3575.776,30.432,256.496,,49903.029,
Cayman Islands,10/21/2020,3575.776,30.432,256.496,,49903.029,
Cayman Islands,10/22/2020,3575.776,21.737,256.496,,49903.029,
Cayman Islands,10/23/2020,3590.992,23.911,256.496,,49903.029,
Cayman Islands,10/24/2020,3636.64,13.042,256.496,,49903.029,
Cayman Islands,10/25/2020,3636.64,13.042,256.496,,49903.029,
Cayman Islands,10/26/2020,3636.64,13.042,256.496,,49903.029,
Cayman Islands,10/27/2020,3636.64,8.695,256.496,,49903.029,
Cayman Islands,10/28/2020,3636.64,8.695,256.496,,49903.029,
Cayman Islands,10/29/2020,3636.64,8.695,256.496,,49903.029,
Cayman Islands,10/30/2020,3636.64,6.521,256.496,,49903.029,
Cayman Islands,10/31/2020,3651.856,2.174,256.496,,49903.029,
Cayman Islands,11/1/2020,3651.856,2.174,256.496,,49903.029,
Cayman Islands,11/2/2020,3651.856,2.174,256.496,,49903.029,
Cayman Islands,11/3/2020,3651.856,2.174,256.496,,49903.029,
Cayman Islands,11/4/2020,3682.288,6.521,256.496,,49903.029,
Cayman Islands,11/5/2020,3682.288,6.521,256.496,,49903.029,
Cayman Islands,11/6/2020,3712.721,10.869,256.496,,49903.029,
Cayman Islands,11/7/2020,3727.937,10.869,256.496,,49903.029,
Cayman Islands,11/8/2020,3804.017,21.737,256.496,,49903.029,
Cayman Islands,11/9/2020,3804.017,21.737,256.496,,49903.029,
Cayman Islands,11/10/2020,3804.017,21.737,256.496,,49903.029,
Cayman Islands,11/11/2020,3849.665,23.911,256.496,,49903.029,
Cayman Islands,11/12/2020,3849.665,23.911,256.496,,49903.029,
Cayman Islands,11/13/2020,3849.665,19.564,256.496,,49903.029,
Cayman Islands,11/14/2020,3864.881,19.564,256.496,,49903.029,
Cayman Islands,11/15/2020,3864.881,8.695,256.496,,49903.029,
Cayman Islands,11/16/2020,3864.881,8.695,256.496,,49903.029,
Cayman Islands,11/17/2020,3910.53,15.216,256.496,,49903.029,
Cayman Islands,11/18/2020,3910.53,8.695,256.496,,49903.029,
Cayman Islands,11/19/2020,3925.746,10.869,256.496,,49903.029,
Cayman Islands,11/20/2020,3940.962,13.042,256.496,,49903.029,
Cayman Islands,11/21/2020,3971.394,15.216,256.496,,49903.029,
Cayman Islands,11/22/2020,3971.394,15.216,256.496,,49903.029,
Cayman Islands,11/23/2020,3971.394,15.216,256.496,,49903.029,
Cyprus,3/10/2020,2.283,,127.657,37.3,32415.132,3.4
Cyprus,3/12/2020,6.85,,127.657,37.3,32415.132,3.4
Cyprus,3/14/2020,15.984,,127.657,37.3,32415.132,3.4
Cyprus,3/15/2020,23.975,,127.657,37.3,32415.132,3.4
Cyprus,3/16/2020,34.251,4.893,127.657,37.3,32415.132,3.4
Cyprus,3/17/2020,45.667,6.198,127.657,37.3,32415.132,3.4
Cyprus,3/18/2020,45.667,6.198,127.657,37.3,32415.132,3.4
Cyprus,3/19/2020,66.218,8.481,127.657,37.3,32415.132,3.4
Cyprus,3/20/2020,66.218,8.481,127.657,37.3,32415.132,3.4
Cyprus,3/21/2020,76.493,8.644,127.657,37.3,32415.132,3.4
Cyprus,3/22/2020,95.901,10.275,127.657,37.3,32415.132,3.4
Cyprus,3/23/2020,108.46,10.601,127.657,37.3,32415.132,3.4
Cyprus,3/24/2020,132.435,12.395,127.657,37.3,32415.132,3.4
Cyprus,3/25/2020,141.569,13.7,127.657,37.3,32415.132,3.4
Cyprus,3/26/2020,150.702,12.069,127.657,37.3,32415.132,3.4
Cyprus,3/27/2020,166.686,14.353,127.657,37.3,32415.132,3.4
Cyprus,3/28/2020,184.953,15.494,127.657,37.3,32415.132,3.4
Cyprus,3/29/2020,204.361,15.494,127.657,37.3,32415.132,3.4
Cyprus,3/30/2020,244.32,19.409,127.657,37.3,32415.132,3.4
Cyprus,3/31/2020,262.587,18.593,127.657,37.3,32415.132,3.4
Cyprus,4/1/2020,299.121,22.507,127.657,37.3,32415.132,3.4
Cyprus,4/2/2020,365.339,30.662,127.657,37.3,32415.132,3.4
Cyprus,4/3/2020,406.44,34.251,127.657,37.3,32415.132,3.4
Cyprus,4/4/2020,452.107,38.165,127.657,37.3,32415.132,3.4
Cyprus,4/5/2020,486.357,40.285,127.657,37.3,32415.132,3.4
Cyprus,4/6/2020,509.191,37.839,127.657,37.3,32415.132,3.4
Cyprus,4/7/2020,530.883,38.328,127.657,37.3,32415.132,3.4
Cyprus,4/8/2020,563.992,37.839,127.657,37.3,32415.132,3.4
Cyprus,4/9/2020,600.526,33.598,127.657,37.3,32415.132,3.4
Cyprus,4/10/2020,643.91,33.924,127.657,37.3,32415.132,3.4
Cyprus,4/11/2020,679.302,32.456,127.657,37.3,32415.132,3.4
Cyprus,4/12/2020,703.277,30.989,127.657,37.3,32415.132,3.4
Cyprus,4/13/2020,722.686,30.499,127.657,37.3,32415.132,3.4
Cyprus,4/14/2020,755.795,32.13,127.657,37.3,32415.132,3.4
Cyprus,4/15/2020,793.47,32.783,127.657,37.3,32415.132,3.4
Cyprus,4/16/2020,816.304,30.825,127.657,37.3,32415.132,3.4
Cyprus,4/17/2020,839.138,27.89,127.657,37.3,32415.132,3.4
Cyprus,4/18/2020,839.138,22.834,127.657,37.3,32415.132,3.4
Cyprus,4/19/2020,868.822,23.649,127.657,37.3,32415.132,3.4
Cyprus,4/20/2020,875.672,21.855,127.657,37.3,32415.132,3.4
Cyprus,4/21/2020,881.38,17.941,127.657,37.3,32415.132,3.4
Cyprus,4/22/2020,895.08,14.516,127.657,37.3,32415.132,3.4
Cyprus,4/23/2020,901.93,12.232,127.657,37.3,32415.132,3.4
Cyprus,4/24/2020,907.639,9.786,127.657,37.3,32415.132,3.4
Cyprus,4/25/2020,917.914,11.254,127.657,37.3,32415.132,3.4
Cyprus,4/26/2020,924.764,7.992,127.657,37.3,32415.132,3.4
Cyprus,4/27/2020,932.756,8.155,127.657,37.3,32415.132,3.4
Cyprus,4/28/2020,938.464,8.155,127.657,37.3,32415.132,3.4
Cyprus,4/29/2020,955.59,8.644,127.657,37.3,32415.132,3.4
Cyprus,4/30/2020,962.44,8.644,127.657,37.3,32415.132,3.4
Cyprus,5/1/2020,970.432,8.97,127.657,37.3,32415.132,3.4
Cyprus,5/2/2020,978.423,8.644,127.657,37.3,32415.132,3.4
Cyprus,5/3/2020,986.415,8.807,127.657,37.3,32415.132,3.4
Cyprus,5/4/2020,995.549,8.97,127.657,37.3,32415.132,3.4
Cyprus,5/5/2020,997.832,8.481,127.657,37.3,32415.132,3.4
Cyprus,5/6/2020,1002.399,6.687,127.657,37.3,32415.132,3.4
Cyprus,5/7/2020,1008.107,6.524,127.657,37.3,32415.132,3.4
Cyprus,5/8/2020,1014.957,6.361,127.657,37.3,32415.132,3.4
Cyprus,5/9/2020,1017.241,5.545,127.657,37.3,32415.132,3.4
Cyprus,5/10/2020,1018.382,4.567,127.657,37.3,32415.132,3.4
Cyprus,5/11/2020,1025.232,4.241,127.657,37.3,32415.132,3.4
Cyprus,5/12/2020,1028.657,4.404,127.657,37.3,32415.132,3.4
Cyprus,5/13/2020,1030.941,4.077,127.657,37.3,32415.132,3.4
Cyprus,5/14/2020,1033.224,3.588,127.657,37.3,32415.132,3.4
Cyprus,5/15/2020,1035.508,2.936,127.657,37.3,32415.132,3.4
Cyprus,5/16/2020,1038.933,3.099,127.657,37.3,32415.132,3.4
Cyprus,5/17/2020,1043.499,3.588,127.657,37.3,32415.132,3.4
Cyprus,5/18/2020,1045.783,2.936,127.657,37.3,32415.132,3.4
Cyprus,5/19/2020,1046.924,2.61,127.657,37.3,32415.132,3.4
Cyprus,5/20/2020,1048.066,2.446,127.657,37.3,32415.132,3.4
Cyprus,5/21/2020,1052.633,2.773,127.657,37.3,32415.132,3.4
Cyprus,5/22/2020,1053.774,2.61,127.657,37.3,32415.132,3.4
Cyprus,5/23/2020,1058.341,2.773,127.657,37.3,32415.132,3.4
Cyprus,5/24/2020,1058.341,2.12,127.657,37.3,32415.132,3.4
Cyprus,5/25/2020,1067.475,3.099,127.657,37.3,32415.132,3.4
Cyprus,5/26/2020,1069.758,3.262,127.657,37.3,32415.132,3.4
Cyprus,5/27/2020,1072.041,3.425,127.657,37.3,32415.132,3.4
Cyprus,5/28/2020,1072.041,2.773,127.657,37.3,32415.132,3.4
Cyprus,5/29/2020,1074.325,2.936,127.657,37.3,32415.132,3.4
Cyprus,5/30/2020,1074.325,2.283,127.657,37.3,32415.132,3.4
Cyprus,5/31/2020,1076.608,2.61,127.657,37.3,32415.132,3.4
Cyprus,6/1/2020,1077.75,1.468,127.657,37.3,32415.132,3.4
Cyprus,6/2/2020,1083.458,1.957,127.657,37.3,32415.132,3.4
Cyprus,6/3/2020,1086.883,2.12,127.657,37.3,32415.132,3.4
Cyprus,6/4/2020,1093.733,3.099,127.657,37.3,32415.132,3.4
Cyprus,6/5/2020,1093.733,2.773,127.657,37.3,32415.132,3.4
Cyprus,6/6/2020,1096.017,3.099,127.657,37.3,32415.132,3.4
Cyprus,6/7/2020,1096.017,2.773,127.657,37.3,32415.132,3.4
Cyprus,6/8/2020,1100.584,3.262,127.657,37.3,32415.132,3.4
Cyprus,6/9/2020,1107.434,3.425,127.657,37.3,32415.132,3.4
Cyprus,6/10/2020,1109.717,3.262,127.657,37.3,32415.132,3.4
Cyprus,6/11/2020,1112,2.61,127.657,37.3,32415.132,3.4
Cyprus,6/12/2020,1113.142,2.773,127.657,37.3,32415.132,3.4
Cyprus,6/13/2020,1118.85,3.262,127.657,37.3,32415.132,3.4
Cyprus,6/14/2020,1118.85,3.262,127.657,37.3,32415.132,3.4
Cyprus,6/15/2020,1122.276,3.099,127.657,37.3,32415.132,3.4
Cyprus,6/16/2020,1124.559,2.446,127.657,37.3,32415.132,3.4
Cyprus,6/17/2020,1124.559,2.12,127.657,37.3,32415.132,3.4
Cyprus,6/18/2020,1124.559,1.794,127.657,37.3,32415.132,3.4
Cyprus,6/19/2020,1124.559,1.631,127.657,37.3,32415.132,3.4
Cyprus,6/20/2020,1124.559,0.815,127.657,37.3,32415.132,3.4
Cyprus,6/21/2020,1124.559,0.815,127.657,37.3,32415.132,3.4
Cyprus,6/22/2020,1125.701,0.489,127.657,37.3,32415.132,3.4
Cyprus,6/23/2020,1127.984,0.489,127.657,37.3,32415.132,3.4
Cyprus,6/24/2020,1130.267,0.815,127.657,37.3,32415.132,3.4
Cyprus,6/25/2020,1131.409,0.979,127.657,37.3,32415.132,3.4
Cyprus,6/26/2020,1132.551,1.142,127.657,37.3,32415.132,3.4
Cyprus,6/27/2020,1132.551,1.142,127.657,37.3,32415.132,3.4
Cyprus,6/28/2020,1134.834,1.468,127.657,37.3,32415.132,3.4
Cyprus,6/29/2020,1134.834,1.305,127.657,37.3,32415.132,3.4
Cyprus,6/30/2020,1137.117,1.305,127.657,37.3,32415.132,3.4
Cyprus,7/1/2020,1139.401,1.305,127.657,37.3,32415.132,3.4
Cyprus,7/2/2020,1140.542,1.305,127.657,37.3,32415.132,3.4
Cyprus,7/3/2020,1140.542,1.142,127.657,37.3,32415.132,3.4
Cyprus,7/4/2020,1140.542,1.142,127.657,37.3,32415.132,3.4
Cyprus,7/5/2020,1143.968,1.305,127.657,37.3,32415.132,3.4
Cyprus,7/6/2020,1145.109,1.468,127.657,37.3,32415.132,3.4
Cyprus,7/7/2020,1146.251,1.305,127.657,37.3,32415.132,3.4
Cyprus,7/8/2020,1147.393,1.142,127.657,37.3,32415.132,3.4
Cyprus,7/9/2020,1150.818,1.468,127.657,37.3,32415.132,3.4
Cyprus,7/10/2020,1153.101,1.794,127.657,37.3,32415.132,3.4
Cyprus,7/11/2020,1156.526,2.283,127.657,37.3,32415.132,3.4
Cyprus,7/12/2020,1157.668,1.957,127.657,37.3,32415.132,3.4
Cyprus,7/13/2020,1165.66,2.936,127.657,37.3,32415.132,3.4
Cyprus,7/14/2020,1166.801,2.936,127.657,37.3,32415.132,3.4
Cyprus,7/15/2020,1166.801,2.773,127.657,37.3,32415.132,3.4
Cyprus,7/16/2020,1167.943,2.446,127.657,37.3,32415.132,3.4
Cyprus,7/17/2020,1177.076,3.425,127.657,37.3,32415.132,3.4
Cyprus,7/18/2020,1177.076,2.936,127.657,37.3,32415.132,3.4
Cyprus,7/19/2020,1183.926,3.751,127.657,37.3,32415.132,3.4
Cyprus,7/20/2020,1185.068,2.773,127.657,37.3,32415.132,3.4
Cyprus,7/21/2020,1185.068,2.61,127.657,37.3,32415.132,3.4
Cyprus,7/22/2020,1187.352,2.936,127.657,37.3,32415.132,3.4
Cyprus,7/23/2020,1187.352,2.773,127.657,37.3,32415.132,3.4
Cyprus,7/24/2020,1193.06,2.283,127.657,37.3,32415.132,3.4
Cyprus,7/25/2020,1195.343,2.61,127.657,37.3,32415.132,3.4
Cyprus,7/26/2020,1202.193,2.61,127.657,37.3,32415.132,3.4
Cyprus,7/27/2020,1206.76,3.099,127.657,37.3,32415.132,3.4
Cyprus,7/28/2020,1210.185,3.588,127.657,37.3,32415.132,3.4
Cyprus,7/29/2020,1218.177,4.404,127.657,37.3,32415.132,3.4
Cyprus,7/30/2020,1233.019,6.524,127.657,37.3,32415.132,3.4
Cyprus,7/31/2020,1237.586,6.361,127.657,37.3,32415.132,3.4
Cyprus,8/1/2020,1271.836,10.928,127.657,37.3,32415.132,3.4
Cyprus,8/2/2020,1283.253,11.58,127.657,37.3,32415.132,3.4
Cyprus,8/3/2020,1312.937,15.168,127.657,37.3,32415.132,3.4
Cyprus,8/4/2020,1318.645,15.494,127.657,37.3,32415.132,3.4
Cyprus,8/5/2020,1347.187,18.43,127.657,37.3,32415.132,3.4
Cyprus,8/6/2020,1364.313,18.756,127.657,37.3,32415.132,3.4
Cyprus,8/7/2020,1379.154,20.224,127.657,37.3,32415.132,3.4
Cyprus,8/8/2020,1395.138,17.615,127.657,37.3,32415.132,3.4
Cyprus,8/9/2020,1407.697,17.778,127.657,37.3,32415.132,3.4
Cyprus,8/10/2020,1417.972,15.005,127.657,37.3,32415.132,3.4
Cyprus,8/11/2020,1429.389,15.82,127.657,37.3,32415.132,3.4
Cyprus,8/12/2020,1457.931,15.82,127.657,37.3,32415.132,3.4
Cyprus,8/13/2020,1473.914,15.657,127.657,37.3,32415.132,3.4
Cyprus,8/14/2020,1489.898,15.82,127.657,37.3,32415.132,3.4
Cyprus,8/15/2020,1504.74,15.657,127.657,37.3,32415.132,3.4
Cyprus,8/16/2020,1520.723,16.147,127.657,37.3,32415.132,3.4
Cyprus,8/17/2020,1520.723,14.679,127.657,37.3,32415.132,3.4
Cyprus,8/18/2020,1542.415,16.147,127.657,37.3,32415.132,3.4
Cyprus,8/19/2020,1551.549,13.374,127.657,37.3,32415.132,3.4
Cyprus,8/20/2020,1581.233,15.331,127.657,37.3,32415.132,3.4
Cyprus,8/21/2020,1592.649,14.679,127.657,37.3,32415.132,3.4
Cyprus,8/22/2020,1605.208,14.353,127.657,37.3,32415.132,3.4
Cyprus,8/23/2020,1617.766,13.863,127.657,37.3,32415.132,3.4
Cyprus,8/24/2020,1622.333,14.516,127.657,37.3,32415.132,3.4
Cyprus,8/25/2020,1656.584,16.31,127.657,37.3,32415.132,3.4
Cyprus,8/26/2020,1682.842,18.756,127.657,37.3,32415.132,3.4
Cyprus,8/27/2020,1690.834,15.657,127.657,37.3,32415.132,3.4
Cyprus,8/28/2020,1690.834,14.026,127.657,37.3,32415.132,3.4
Cyprus,8/29/2020,1690.834,12.232,127.657,37.3,32415.132,3.4
Cyprus,8/30/2020,1693.118,10.764,127.657,37.3,32415.132,3.4
Cyprus,8/31/2020,1697.684,10.764,127.657,37.3,32415.132,3.4
Cyprus,9/1/2020,1698.826,6.035,127.657,37.3,32415.132,3.4
Cyprus,9/2/2020,1701.109,2.61,127.657,37.3,32415.132,3.4
Cyprus,9/3/2020,1706.818,2.283,127.657,37.3,32415.132,3.4
Cyprus,9/4/2020,1710.243,2.773,127.657,37.3,32415.132,3.4
Cyprus,9/5/2020,1710.243,2.773,127.657,37.3,32415.132,3.4
Cyprus,9/6/2020,1720.518,3.914,127.657,37.3,32415.132,3.4
Cyprus,9/7/2020,1722.801,3.588,127.657,37.3,32415.132,3.4
Cyprus,9/8/2020,1723.943,3.588,127.657,37.3,32415.132,3.4
Cyprus,9/9/2020,1725.085,3.425,127.657,37.3,32415.132,3.4
Cyprus,9/10/2020,1728.51,3.099,127.657,37.3,32415.132,3.4
Cyprus,9/11/2020,1731.935,3.099,127.657,37.3,32415.132,3.4
Cyprus,9/12/2020,1735.36,3.588,127.657,37.3,32415.132,3.4
Cyprus,9/13/2020,1738.785,2.61,127.657,37.3,32415.132,3.4
Cyprus,9/14/2020,1742.21,2.773,127.657,37.3,32415.132,3.4
Cyprus,9/15/2020,1751.343,3.914,127.657,37.3,32415.132,3.4
Cyprus,9/16/2020,1758.194,4.73,127.657,37.3,32415.132,3.4
Cyprus,9/17/2020,1767.327,5.545,127.657,37.3,32415.132,3.4
Cyprus,9/18/2020,1778.744,6.687,127.657,37.3,32415.132,3.4
Cyprus,9/19/2020,1786.736,7.339,127.657,37.3,32415.132,3.4
Cyprus,9/20/2020,1803.861,9.297,127.657,37.3,32415.132,3.4
Cyprus,9/21/2020,1826.695,12.069,127.657,37.3,32415.132,3.4
Cyprus,9/22/2020,1830.12,11.254,127.657,37.3,32415.132,3.4
Cyprus,9/23/2020,1847.245,12.722,127.657,37.3,32415.132,3.4
Cyprus,9/24/2020,1888.346,17.288,127.657,37.3,32415.132,3.4
Cyprus,9/25/2020,1898.621,17.125,127.657,37.3,32415.132,3.4
Cyprus,9/26/2020,1907.754,17.288,127.657,37.3,32415.132,3.4
Cyprus,9/27/2020,1922.596,16.962,127.657,37.3,32415.132,3.4
Cyprus,9/28/2020,1936.296,15.657,127.657,37.3,32415.132,3.4
Cyprus,9/29/2020,1955.705,17.941,127.657,37.3,32415.132,3.4
Cyprus,9/30/2020,1989.955,20.387,127.657,37.3,32415.132,3.4
Cyprus,10/1/2020,2003.656,16.473,127.657,37.3,32415.132,3.4
Cyprus,10/2/2020,2023.064,17.778,127.657,37.3,32415.132,3.4
Cyprus,10/3/2020,2042.473,19.246,127.657,37.3,32415.132,3.4
Cyprus,10/4/2020,2067.59,20.713,127.657,37.3,32415.132,3.4
Cyprus,10/5/2020,2082.432,20.877,127.657,37.3,32415.132,3.4
Cyprus,10/6/2020,2108.691,21.855,127.657,37.3,32415.132,3.4
Cyprus,10/7/2020,2141.799,21.692,127.657,37.3,32415.132,3.4
Cyprus,10/8/2020,2165.775,23.16,127.657,37.3,32415.132,3.4
Cyprus,10/9/2020,2189.75,23.812,127.657,37.3,32415.132,3.4
Cyprus,10/10/2020,2227.426,26.422,127.657,37.3,32415.132,3.4
Cyprus,10/11/2020,2267.385,28.542,127.657,37.3,32415.132,3.4
Cyprus,10/12/2020,2267.385,26.422,127.657,37.3,32415.132,3.4
Cyprus,10/13/2020,2337.027,32.62,127.657,37.3,32415.132,3.4
Cyprus,10/14/2020,2337.027,27.89,127.657,37.3,32415.132,3.4
Cyprus,10/15/2020,2431.787,38.002,127.657,37.3,32415.132,3.4
Cyprus,10/16/2020,2490.013,42.895,127.657,37.3,32415.132,3.4
Cyprus,10/17/2020,2716.067,69.806,127.657,37.3,32415.132,3.4
Cyprus,10/18/2020,2716.067,64.097,127.657,37.3,32415.132,3.4
Cyprus,10/19/2020,3018.613,107.318,127.657,37.3,32415.132,3.4
Cyprus,10/20/2020,3067.705,104.383,127.657,37.3,32415.132,3.4
Cyprus,10/21/2020,3241.241,129.173,127.657,37.3,32415.132,3.4
Cyprus,10/22/2020,3386.235,136.35,127.657,37.3,32415.132,3.4
Cyprus,10/23/2020,3600.872,158.694,127.657,37.3,32415.132,3.4
Cyprus,10/24/2020,3783.541,152.496,127.657,37.3,32415.132,3.4
Cyprus,10/25/2020,3931.96,173.699,127.657,37.3,32415.132,3.4
Cyprus,10/26/2020,4047.27,146.951,127.657,37.3,32415.132,3.4
Cyprus,10/27/2020,4151.164,154.78,127.657,37.3,32415.132,3.4
Cyprus,10/28/2020,4357.808,159.51,127.657,37.3,32415.132,3.4
Cyprus,10/29/2020,4357.808,138.796,127.657,37.3,32415.132,3.4
Cyprus,10/30/2020,4624.962,146.299,127.657,37.3,32415.132,3.4
Cyprus,10/31/2020,4814.482,147.277,127.657,37.3,32415.132,3.4
Cyprus,11/1/2020,4984.593,150.376,127.657,37.3,32415.132,3.4
Cyprus,11/2/2020,5209.505,166.033,127.657,37.3,32415.132,3.4
Cyprus,11/3/2020,5434.417,183.322,127.657,37.3,32415.132,3.4
Cyprus,11/4/2020,5633.07,182.18,127.657,37.3,32415.132,3.4
Cyprus,11/5/2020,5822.589,209.254,127.657,37.3,32415.132,3.4
Cyprus,11/6/2020,6088.602,209.091,127.657,37.3,32415.132,3.4
Cyprus,11/7/2020,6344.339,218.551,127.657,37.3,32415.132,3.4
Cyprus,11/8/2020,6702.828,245.462,127.657,37.3,32415.132,3.4
Cyprus,11/9/2020,6835.263,232.251,127.657,37.3,32415.132,3.4
Cyprus,11/10/2020,6961.99,218.225,127.657,37.3,32415.132,3.4
Cyprus,11/11/2020,7188.043,222.139,127.657,37.3,32415.132,3.4
Cyprus,11/12/2020,7376.421,221.976,127.657,37.3,32415.132,3.4
Cyprus,11/13/2020,7587.633,214.147,127.657,37.3,32415.132,3.4
Cyprus,11/14/2020,7823.961,211.375,127.657,37.3,32415.132,3.4
Cyprus,11/15/2020,8050.015,192.455,127.657,37.3,32415.132,3.4
Cyprus,11/16/2020,8195.009,194.249,127.657,37.3,32415.132,3.4
Cyprus,11/17/2020,8317.169,193.597,127.657,37.3,32415.132,3.4
Cyprus,11/18/2020,8577.473,198.49,127.657,37.3,32415.132,3.4
Cyprus,11/19/2020,8803.526,203.872,127.657,37.3,32415.132,3.4
Cyprus,11/20/2020,9109.498,217.409,127.657,37.3,32415.132,3.4
Cyprus,11/21/2020,9374.369,221.487,127.657,37.3,32415.132,3.4
Cyprus,11/22/2020,9654.081,229.152,127.657,37.3,32415.132,3.4
Cyprus,11/23/2020,9867.576,238.938,127.657,37.3,32415.132,3.4
Czech Republic,12/31/2019,,,137.176,43.3,32605.906,6.63
Czech Republic,1/1/2020,,,137.176,43.3,32605.906,6.63
Czech Republic,1/2/2020,,,137.176,43.3,32605.906,6.63
Czech Republic,1/3/2020,,,137.176,43.3,32605.906,6.63
Czech Republic,1/4/2020,,,137.176,43.3,32605.906,6.63
Czech Republic,1/5/2020,,,137.176,43.3,32605.906,6.63
Czech Republic,1/6/2020,,0,137.176,43.3,32605.906,6.63
Czech Republic,1/7/2020,,0,137.176,43.3,32605.906,6.63
Czech Republic,1/8/2020,,0,137.176,43.3,32605.906,6.63
Czech Republic,1/9/2020,,0,137.176,43.3,32605.906,6.63
Czech Republic,1/10/2020,,0,137.176,43.3,32605.906,6.63
Czech Republic,1/11/2020,,0,137.176,43.3,32605.906,6.63
Czech Republic,1/12/2020,,0,137.176,43.3,32605.906,6.63
Czech Republic,1/13/2020,,0,137.176,43.3,32605.906,6.63
Czech Republic,1/14/2020,,0,137.176,43.3,32605.906,6.63
Czech Republic,1/15/2020,,0,137.176,43.3,32605.906,6.63
Czech Republic,1/16/2020,,0,137.176,43.3,32605.906,6.63
Czech Republic,1/17/2020,,0,137.176,43.3,32605.906,6.63
Czech Republic,1/18/2020,,0,137.176,43.3,32605.906,6.63
Czech Republic,1/19/2020,,0,137.176,43.3,32605.906,6.63
Czech Republic,1/20/2020,,0,137.176,43.3,32605.906,6.63
Czech Republic,1/21/2020,,0,137.176,43.3,32605.906,6.63
Czech Republic,1/22/2020,,0,137.176,43.3,32605.906,6.63
Czech Republic,1/23/2020,,0,137.176,43.3,32605.906,6.63
Czech Republic,1/24/2020,,0,137.176,43.3,32605.906,6.63
Czech Republic,1/25/2020,,0,137.176,43.3,32605.906,6.63
Czech Republic,1/26/2020,,0,137.176,43.3,32605.906,6.63
Czech Republic,1/27/2020,,0,137.176,43.3,32605.906,6.63
Czech Republic,1/28/2020,,0,137.176,43.3,32605.906,6.63
